# r numerical exact
0.927702 0.366866 0.36687
0.927792 0.366869 0.366873
0.927882 0.366871 0.366876
0.927972 0.366874 0.366878
0.928062 0.366876 0.366881
0.928152 0.366879 0.366883
0.928242 0.366881 0.366886
0.928332 0.366884 0.366888
0.928422 0.366887 0.366891
0.928512 0.366889 0.366893
0.928602 0.366892 0.366896
0.928692 0.366894 0.366898
0.928782 0.366897 0.366901
0.928873 0.366899 0.366904
0.928963 0.366902 0.366906
0.929053 0.366904 0.366909
0.929143 0.366907 0.366911
0.929233 0.366909 0.366914
0.929323 0.366912 0.366916
0.929413 0.366914 0.366919
0.929503 0.366917 0.366921
0.929594 0.366919 0.366924
0.929684 0.366922 0.366926
0.929774 0.366924 0.366929
0.929864 0.366927 0.366931
0.929954 0.366929 0.366934
0.930044 0.366932 0.366936
0.930135 0.366934 0.366939
0.930225 0.366937 0.366941
0.930315 0.366939 0.366944
0.930405 0.366942 0.366946
0.930496 0.366944 0.366949
0.930586 0.366947 0.366951
0.930676 0.366949 0.366954
0.930766 0.366952 0.366956
0.930857 0.366954 0.366958
0.930947 0.366957 0.366961
0.931037 0.366959 0.366963
0.931127 0.366962 0.366966
0.931218 0.366964 0.366968
0.931308 0.366966 0.366971
0.931398 0.366969 0.366973
0.931489 0.366971 0.366976
0.931579 0.366974 0.366978
0.931669 0.366976 0.36698
0.93176 0.366979 0.366983
0.93185 0.366981 0.366985
0.931941 0.366983 0.366988
0.932031 0.366986 0.36699
0.932121 0.366988 0.366993
0.932212 0.366991 0.366995
0.932302 0.366993 0.366997
0.932393 0.366995 0.367
0.932483 0.366998 0.367002
0.932573 0.367 0.367005
0.932664 0.367003 0.367007
0.932754 0.367005 0.367009
0.932845 0.367007 0.367012
0.932935 0.36701 0.367014
0.933026 0.367012 0.367017
0.933116 0.367015 0.367019
0.933207 0.367017 0.367021
0.933297 0.367019 0.367024
0.933388 0.367022 0.367026
0.933478 0.367024 0.367028
0.933569 0.367026 0.367031
0.933659 0.367029 0.367033
0.93375 0.367031 0.367036
0.933841 0.367034 0.367038
0.933931 0.367036 0.36704
0.934022 0.367038 0.367043
0.934112 0.367041 0.367045
0.934203 0.367043 0.367047
0.934293 0.367045 0.36705
0.934384 0.367048 0.367052
0.934475 0.36705 0.367054
0.934565 0.367052 0.367057
0.934656 0.367055 0.367059
0.934747 0.367057 0.367061
0.934837 0.367059 0.367064
0.934928 0.367062 0.367066
0.935019 0.367064 0.367068
0.935109 0.367066 0.367071
0.9352 0.367069 0.367073
0.935291 0.367071 0.367075
0.935381 0.367073 0.367077
0.935472 0.367075 0.36708
0.935563 0.367078 0.367082
0.935654 0.36708 0.367084
0.935744 0.367082 0.367087
0.935835 0.367085 0.367089
0.935926 0.367087 0.367091
0.936017 0.367089 0.367094
0.936107 0.367091 0.367096
0.936198 0.367094 0.367098
0.936289 0.367096 0.3671
0.93638 0.367098 0.367103
0.936471 0.3671 0.367105
0.936561 0.367103 0.367107
0.936652 0.367105 0.367109
0.936743 0.367107 0.367112
0.936834 0.367109 0.367114
0.936925 0.367112 0.367116
0.937016 0.367114 0.367118
0.937106 0.367116 0.367121
0.937197 0.367118 0.367123
0.937288 0.367121 0.367125
0.937379 0.367123 0.367127
0.93747 0.367125 0.36713
0.937561 0.367127 0.367132
0.937652 0.36713 0.367134
0.937743 0.367132 0.367136
0.937834 0.367134 0.367138
0.937925 0.367136 0.367141
0.938016 0.367138 0.367143
0.938107 0.367141 0.367145
0.938198 0.367143 0.367147
0.938289 0.367145 0.367149
0.93838 0.367147 0.367152
0.938471 0.367149 0.367154
0.938562 0.367152 0.367156
0.938653 0.367154 0.367158
0.938744 0.367156 0.36716
0.938835 0.367158 0.367163
0.938926 0.36716 0.367165
0.939017 0.367163 0.367167
0.939108 0.367165 0.367169
0.939199 0.367167 0.367171
0.93929 0.367169 0.367173
0.939381 0.367171 0.367176
0.939472 0.367173 0.367178
0.939563 0.367175 0.36718
0.939654 0.367178 0.367182
0.939745 0.36718 0.367184
0.939837 0.367182 0.367186
0.939928 0.367184 0.367188
0.940019 0.367186 0.367191
0.94011 0.367188 0.367193
0.940201 0.36719 0.367195
0.940292 0.367193 0.367197
0.940384 0.367195 0.367199
0.940475 0.367197 0.367201
0.940566 0.367199 0.367203
0.940657 0.367201 0.367205
0.940748 0.367203 0.367208
0.94084 0.367205 0.36721
0.940931 0.367207 0.367212
0.941022 0.367209 0.367214
0.941113 0.367212 0.367216
0.941205 0.367214 0.367218
0.941296 0.367216 0.36722
0.941387 0.367218 0.367222
0.941478 0.36722 0.367224
0.94157 0.367222 0.367226
0.941661 0.367224 0.367229
0.941752 0.367226 0.367231
0.941844 0.367228 0.367233
0.941935 0.36723 0.367235
0.942026 0.367232 0.367237
0.942118 0.367234 0.367239
0.942209 0.367236 0.367241
0.9423 0.367239 0.367243
0.942392 0.367241 0.367245
0.942483 0.367243 0.367247
0.942575 0.367245 0.367249
0.942666 0.367247 0.367251
0.942757 0.367249 0.367253
0.942849 0.367251 0.367255
0.94294 0.367253 0.367257
0.943032 0.367255 0.367259
0.943123 0.367257 0.367261
0.943215 0.367259 0.367263
0.943306 0.367261 0.367265
0.943398 0.367263 0.367267
0.943489 0.367265 0.367269
0.943581 0.367267 0.367271
0.943672 0.367269 0.367273
0.943764 0.367271 0.367275
0.943855 0.367273 0.367277
0.943947 0.367275 0.367279
0.944038 0.367277 0.367281
0.94413 0.367279 0.367283
0.944221 0.367281 0.367285
0.944313 0.367283 0.367287
0.944404 0.367285 0.367289
0.944496 0.367287 0.367291
0.944588 0.367289 0.367293
0.944679 0.367291 0.367295
0.944771 0.367293 0.367297
0.944862 0.367295 0.367299
0.944954 0.367297 0.367301
0.945046 0.367299 0.367303
0.945137 0.367301 0.367305
0.945229 0.367303 0.367307
0.945321 0.367305 0.367309
0.945412 0.367307 0.367311
0.945504 0.367308 0.367313
0.945596 0.36731 0.367315
0.945687 0.367312 0.367317
0.945779 0.367314 0.367319
0.945871 0.367316 0.367321
0.945962 0.367318 0.367323
0.946054 0.36732 0.367325
0.946146 0.367322 0.367326
0.946238 0.367324 0.367328
0.946329 0.367326 0.36733
0.946421 0.367328 0.367332
0.946513 0.36733 0.367334
0.946605 0.367331 0.367336
0.946697 0.367333 0.367338
0.946788 0.367335 0.36734
0.94688 0.367337 0.367342
0.946972 0.367339 0.367344
0.947064 0.367341 0.367345
0.947156 0.367343 0.367347
0.947247 0.367345 0.367349
0.947339 0.367347 0.367351
0.947431 0.367348 0.367353
0.947523 0.36735 0.367355
0.947615 0.367352 0.367357
0.947707 0.367354 0.367359
0.947799 0.367356 0.36736
0.947891 0.367358 0.367362
0.947983 0.36736 0.367364
0.948074 0.367361 0.367366
0.948166 0.367363 0.367368
0.948258 0.367365 0.36737
0.94835 0.367367 0.367372
0.948442 0.367369 0.367373
0.948534 0.367371 0.367375
0.948626 0.367373 0.367377
0.948718 0.367374 0.367379
0.94881 0.367376 0.367381
0.948902 0.367378 0.367382
0.948994 0.36738 0.367384
0.949086 0.367382 0.367386
0.949178 0.367383 0.367388
0.94927 0.367385 0.36739
0.949362 0.367387 0.367392
0.949454 0.367389 0.367393
0.949547 0.367391 0.367395
0.949639 0.367392 0.367397
0.949731 0.367394 0.367399
0.949823 0.367396 0.367401
0.949915 0.367398 0.367402
0.950007 0.3674 0.367404
0.950099 0.367401 0.367406
0.950191 0.367403 0.367408
0.950283 0.367405 0.367409
0.950376 0.367407 0.367411
0.950468 0.367408 0.367413
0.95056 0.36741 0.367415
0.950652 0.367412 0.367416
0.950744 0.367414 0.367418
0.950836 0.367415 0.36742
0.950929 0.367417 0.367422
0.951021 0.367419 0.367424
0.951113 0.367421 0.367425
0.951205 0.367422 0.367427
0.951298 0.367424 0.367429
0.95139 0.367426 0.36743
0.951482 0.367428 0.367432
0.951574 0.367429 0.367434
0.951667 0.367431 0.367436
0.951759 0.367433 0.367437
0.951851 0.367435 0.367439
0.951943 0.367436 0.367441
0.952036 0.367438 0.367442
0.952128 0.36744 0.367444
0.95222 0.367441 0.367446
0.952313 0.367443 0.367448
0.952405 0.367445 0.367449
0.952497 0.367446 0.367451
0.95259 0.367448 0.367453
0.952682 0.36745 0.367454
0.952775 0.367452 0.367456
0.952867 0.367453 0.367458
0.952959 0.367455 0.367459
0.953052 0.367457 0.367461
0.953144 0.367458 0.367463
0.953237 0.36746 0.367464
0.953329 0.367462 0.367466
0.953422 0.367463 0.367468
0.953514 0.367465 0.367469
0.953606 0.367467 0.367471
0.953699 0.367468 0.367473
0.953791 0.36747 0.367474
0.953884 0.367471 0.367476
0.953976 0.367473 0.367478
0.954069 0.367475 0.367479
0.954161 0.367476 0.367481
0.954254 0.367478 0.367483
0.954346 0.36748 0.367484
0.954439 0.367481 0.367486
0.954532 0.367483 0.367487
0.954624 0.367485 0.367489
0.954717 0.367486 0.367491
0.954809 0.367488 0.367492
0.954902 0.367489 0.367494
0.954994 0.367491 0.367496
0.955087 0.367493 0.367497
0.95518 0.367494 0.367499
0.955272 0.367496 0.3675
0.955365 0.367497 0.367502
0.955458 0.367499 0.367503
0.95555 0.3675 0.367505
0.955643 0.367502 0.367507
0.955736 0.367504 0.367508
0.955828 0.367505 0.36751
0.955921 0.367507 0.367511
0.956014 0.367508 0.367513
0.956106 0.36751 0.367515
0.956199 0.367511 0.367516
0.956292 0.367513 0.367518
0.956385 0.367515 0.367519
0.956477 0.367516 0.367521
0.95657 0.367518 0.367522
0.956663 0.367519 0.367524
0.956756 0.367521 0.367525
0.956848 0.367522 0.367527
0.956941 0.367524 0.367528
0.957034 0.367525 0.36753
0.957127 0.367527 0.367532
0.95722 0.367528 0.367533
0.957312 0.36753 0.367535
0.957405 0.367531 0.367536
0.957498 0.367533 0.367538
0.957591 0.367535 0.367539
0.957684 0.367536 0.367541
0.957777 0.367538 0.367542
0.95787 0.367539 0.367544
0.957962 0.367541 0.367545
0.958055 0.367542 0.367547
0.958148 0.367544 0.367548
0.958241 0.367545 0.36755
0.958334 0.367547 0.367551
0.958427 0.367548 0.367553
0.95852 0.367549 0.367554
0.958613 0.367551 0.367556
0.958706 0.367552 0.367557
0.958799 0.367554 0.367558
0.958892 0.367555 0.36756
0.958985 0.367557 0.367561
0.959078 0.367558 0.367563
0.959171 0.36756 0.367564
0.959264 0.367561 0.367566
0.959357 0.367563 0.367567
0.95945 0.367564 0.367569
0.959543 0.367566 0.36757
0.959636 0.367567 0.367572
0.959729 0.367568 0.367573
0.959822 0.36757 0.367574
0.959915 0.367571 0.367576
0.960008 0.367573 0.367577
0.960101 0.367574 0.367579
0.960195 0.367576 0.36758
0.960288 0.367577 0.367582
0.960381 0.367578 0.367583
0.960474 0.36758 0.367584
0.960567 0.367581 0.367586
0.96066 0.367583 0.367587
0.960753 0.367584 0.367589
0.960847 0.367585 0.36759
0.96094 0.367587 0.367591
0.961033 0.367588 0.367593
0.961126 0.36759 0.367594
0.961219 0.367591 0.367596
0.961313 0.367592 0.367597
0.961406 0.367594 0.367598
0.961499 0.367595 0.3676
0.961592 0.367596 0.367601
0.961686 0.367598 0.367602
0.961779 0.367599 0.367604
0.961872 0.367601 0.367605
0.961965 0.367602 0.367607
0.962059 0.367603 0.367608
0.962152 0.367605 0.367609
0.962245 0.367606 0.367611
0.962339 0.367607 0.367612
0.962432 0.367609 0.367613
0.962525 0.36761 0.367615
0.962619 0.367611 0.367616
0.962712 0.367613 0.367617
0.962805 0.367614 0.367619
0.962899 0.367615 0.36762
0.962992 0.367617 0.367621
0.963086 0.367618 0.367623
0.963179 0.367619 0.367624
0.963272 0.367621 0.367625
0.963366 0.367622 0.367626
0.963459 0.367623 0.367628
0.963553 0.367624 0.367629
0.963646 0.367626 0.36763
0.96374 0.367627 0.367632
0.963833 0.367628 0.367633
0.963927 0.36763 0.367634
0.96402 0.367631 0.367636
0.964113 0.367632 0.367637
0.964207 0.367633 0.367638
0.964301 0.367635 0.367639
0.964394 0.367636 0.367641
0.964488 0.367637 0.367642
0.964581 0.367639 0.367643
0.964675 0.36764 0.367644
0.964768 0.367641 0.367646
0.964862 0.367642 0.367647
0.964955 0.367644 0.367648
0.965049 0.367645 0.367649
0.965143 0.367646 0.367651
0.965236 0.367647 0.367652
0.96533 0.367648 0.367653
0.965423 0.36765 0.367654
0.965517 0.367651 0.367656
0.965611 0.367652 0.367657
0.965704 0.367653 0.367658
0.965798 0.367655 0.367659
0.965892 0.367656 0.367661
0.965985 0.367657 0.367662
0.966079 0.367658 0.367663
0.966173 0.367659 0.367664
0.966266 0.367661 0.367665
0.96636 0.367662 0.367667
0.966454 0.367663 0.367668
0.966548 0.367664 0.367669
0.966641 0.367665 0.36767
0.966735 0.367667 0.367671
0.966829 0.367668 0.367673
0.966923 0.367669 0.367674
0.967016 0.36767 0.367675
0.96711 0.367671 0.367676
0.967204 0.367673 0.367677
0.967298 0.367674 0.367678
0.967392 0.367675 0.36768
0.967486 0.367676 0.367681
0.967579 0.367677 0.367682
0.967673 0.367678 0.367683
0.967767 0.367679 0.367684
0.967861 0.367681 0.367685
0.967955 0.367682 0.367686
0.968049 0.367683 0.367688
0.968143 0.367684 0.367689
0.968237 0.367685 0.36769
0.96833 0.367686 0.367691
0.968424 0.367687 0.367692
0.968518 0.367689 0.367693
0.968612 0.36769 0.367694
0.968706 0.367691 0.367696
0.9688 0.367692 0.367697
0.968894 0.367693 0.367698
0.968988 0.367694 0.367699
0.969082 0.367695 0.3677
0.969176 0.367696 0.367701
0.96927 0.367697 0.367702
0.969364 0.367699 0.367703
0.969458 0.3677 0.367704
0.969552 0.367701 0.367705
0.969646 0.367702 0.367706
0.96974 0.367703 0.367708
0.969834 0.367704 0.367709
0.969928 0.367705 0.36771
0.970023 0.367706 0.367711
0.970117 0.367707 0.367712
0.970211 0.367708 0.367713
0.970305 0.367709 0.367714
0.970399 0.36771 0.367715
0.970493 0.367711 0.367716
0.970587 0.367712 0.367717
0.970681 0.367713 0.367718
0.970776 0.367715 0.367719
0.97087 0.367716 0.36772
0.970964 0.367717 0.367721
0.971058 0.367718 0.367722
0.971152 0.367719 0.367723
0.971246 0.36772 0.367724
0.971341 0.367721 0.367725
0.971435 0.367722 0.367726
0.971529 0.367723 0.367727
0.971623 0.367724 0.367728
0.971718 0.367725 0.36773
0.971812 0.367726 0.367731
0.971906 0.367727 0.367732
0.972 0.367728 0.367733
0.972095 0.367729 0.367734
0.972189 0.36773 0.367735
0.972283 0.367731 0.367735
0.972378 0.367732 0.367736
0.972472 0.367733 0.367737
0.972566 0.367734 0.367738
0.972661 0.367735 0.367739
0.972755 0.367736 0.36774
0.972849 0.367737 0.367741
0.972944 0.367738 0.367742
0.973038 0.367739 0.367743
0.973133 0.36774 0.367744
0.973227 0.36774 0.367745
0.973321 0.367741 0.367746
0.973416 0.367742 0.367747
0.97351 0.367743 0.367748
0.973605 0.367744 0.367749
0.973699 0.367745 0.36775
0.973794 0.367746 0.367751
0.973888 0.367747 0.367752
0.973983 0.367748 0.367753
0.974077 0.367749 0.367754
0.974172 0.36775 0.367755
0.974266 0.367751 0.367756
0.974361 0.367752 0.367756
0.974455 0.367753 0.367757
0.97455 0.367753 0.367758
0.974644 0.367754 0.367759
0.974739 0.367755 0.36776
0.974833 0.367756 0.367761
0.974928 0.367757 0.367762
0.975022 0.367758 0.367763
0.975117 0.367759 0.367764
0.975212 0.36776 0.367765
0.975306 0.367761 0.367765
0.975401 0.367762 0.367766
0.975495 0.367762 0.367767
0.97559 0.367763 0.367768
0.975685 0.367764 0.367769
0.975779 0.367765 0.36777
0.975874 0.367766 0.367771
0.975969 0.367767 0.367771
0.976063 0.367768 0.367772
0.976158 0.367768 0.367773
0.976253 0.367769 0.367774
0.976348 0.36777 0.367775
0.976442 0.367771 0.367776
0.976537 0.367772 0.367777
0.976632 0.367773 0.367777
0.976727 0.367773 0.367778
0.976821 0.367774 0.367779
0.976916 0.367775 0.36778
0.977011 0.367776 0.367781
0.977106 0.367777 0.367782
0.9772 0.367778 0.367782
0.977295 0.367778 0.367783
0.97739 0.367779 0.367784
0.977485 0.36778 0.367785
0.97758 0.367781 0.367786
0.977675 0.367782 0.367786
0.977769 0.367782 0.367787
0.977864 0.367783 0.367788
0.977959 0.367784 0.367789
0.978054 0.367785 0.36779
0.978149 0.367786 0.36779
0.978244 0.367786 0.367791
0.978339 0.367787 0.367792
0.978434 0.367788 0.367793
0.978529 0.367789 0.367793
0.978624 0.367789 0.367794
0.978719 0.36779 0.367795
0.978814 0.367791 0.367796
0.978909 0.367792 0.367796
0.979004 0.367792 0.367797
0.979099 0.367793 0.367798
0.979194 0.367794 0.367799
0.979289 0.367795 0.367799
0.979384 0.367795 0.3678
0.979479 0.367796 0.367801
0.979574 0.367797 0.367802
0.979669 0.367798 0.367802
0.979764 0.367798 0.367803
0.979859 0.367799 0.367804
0.979954 0.3678 0.367805
0.980049 0.3678 0.367805
0.980144 0.367801 0.367806
0.980239 0.367802 0.367807
0.980334 0.367803 0.367807
0.980429 0.367803 0.367808
0.980525 0.367804 0.367809
0.98062 0.367805 0.367809
0.980715 0.367805 0.36781
0.98081 0.367806 0.367811
0.980905 0.367807 0.367812
0.981 0.367807 0.367812
0.981096 0.367808 0.367813
0.981191 0.367809 0.367814
0.981286 0.367809 0.367814
0.981381 0.36781 0.367815
0.981476 0.367811 0.367816
0.981572 0.367811 0.367816
0.981667 0.367812 0.367817
0.981762 0.367813 0.367818
0.981858 0.367813 0.367818
0.981953 0.367814 0.367819
0.982048 0.367815 0.367819
0.982143 0.367815 0.36782
0.982239 0.367816 0.367821
0.982334 0.367817 0.367821
0.982429 0.367817 0.367822
0.982525 0.367818 0.367823
0.98262 0.367818 0.367823
0.982715 0.367819 0.367824
0.982811 0.36782 0.367824
0.982906 0.36782 0.367825
0.983002 0.367821 0.367826
0.983097 0.367821 0.367826
0.983192 0.367822 0.367827
0.983288 0.367823 0.367827
0.983383 0.367823 0.367828
0.983479 0.367824 0.367829
0.983574 0.367824 0.367829
0.98367 0.367825 0.36783
0.983765 0.367826 0.36783
0.98386 0.367826 0.367831
0.983956 0.367827 0.367832
0.984051 0.367827 0.367832
0.984147 0.367828 0.367833
0.984242 0.367828 0.367833
0.984338 0.367829 0.367834
0.984434 0.36783 0.367834
0.984529 0.36783 0.367835
0.984625 0.367831 0.367836
0.98472 0.367831 0.367836
0.984816 0.367832 0.367837
0.984911 0.367832 0.367837
0.985007 0.367833 0.367838
0.985103 0.367833 0.367838
0.985198 0.367834 0.367839
0.985294 0.367834 0.367839
0.985389 0.367835 0.36784
0.985485 0.367835 0.36784
0.985581 0.367836 0.367841
0.985676 0.367836 0.367841
0.985772 0.367837 0.367842
0.985868 0.367837 0.367842
0.985963 0.367838 0.367843
0.986059 0.367838 0.367843
0.986155 0.367839 0.367844
0.986251 0.367839 0.367844
0.986346 0.36784 0.367845
0.986442 0.36784 0.367845
0.986538 0.367841 0.367846
0.986633 0.367841 0.367846
0.986729 0.367842 0.367847
0.986825 0.367842 0.367847
0.986921 0.367843 0.367848
0.987017 0.367843 0.367848
0.987112 0.367844 0.367849
0.987208 0.367844 0.367849
0.987304 0.367845 0.36785
0.9874 0.367845 0.36785
0.987496 0.367846 0.36785
0.987592 0.367846 0.367851
0.987687 0.367846 0.367851
0.987783 0.367847 0.367852
0.987879 0.367847 0.367852
0.987975 0.367848 0.367853
0.988071 0.367848 0.367853
0.988167 0.367849 0.367853
0.988263 0.367849 0.367854
0.988359 0.367849 0.367854
0.988455 0.36785 0.367855
0.988551 0.36785 0.367855
0.988647 0.367851 0.367856
0.988743 0.367851 0.367856
0.988839 0.367851 0.367856
0.988935 0.367852 0.367857
0.989031 0.367852 0.367857
0.989127 0.367853 0.367858
0.989223 0.367853 0.367858
0.989319 0.367853 0.367858
0.989415 0.367854 0.367859
0.989511 0.367854 0.367859
0.989607 0.367855 0.367859
0.989703 0.367855 0.36786
0.989799 0.367855 0.36786
0.989895 0.367856 0.367861
0.989991 0.367856 0.367861
0.990087 0.367856 0.367861
0.990183 0.367857 0.367862
0.99028 0.367857 0.367862
0.990376 0.367857 0.367862
0.990472 0.367858 0.367863
0.990568 0.367858 0.367863
0.990664 0.367858 0.367863
0.99076 0.367859 0.367864
0.990856 0.367859 0.367864
0.990953 0.367859 0.367864
0.991049 0.36786 0.367865
0.991145 0.36786 0.367865
0.991241 0.36786 0.367865
0.991338 0.367861 0.367866
0.991434 0.367861 0.367866
0.99153 0.367861 0.367866
0.991626 0.367862 0.367866
0.991723 0.367862 0.367867
0.991819 0.367862 0.367867
0.991915 0.367862 0.367867
0.992012 0.367863 0.367868
0.992108 0.367863 0.367868
0.992204 0.367863 0.367868
0.9923 0.367864 0.367868
0.992397 0.367864 0.367869
0.992493 0.367864 0.367869
0.99259 0.367864 0.367869
0.992686 0.367865 0.36787
0.992782 0.367865 0.36787
0.992879 0.367865 0.36787
0.992975 0.367865 0.36787
0.993072 0.367866 0.367871
0.993168 0.367866 0.367871
0.993264 0.367866 0.367871
0.993361 0.367866 0.367871
0.993457 0.367867 0.367872
0.993554 0.367867 0.367872
0.99365 0.367867 0.367872
0.993747 0.367867 0.367872
0.993843 0.367867 0.367872
0.99394 0.367868 0.367873
0.994036 0.367868 0.367873
0.994133 0.367868 0.367873
0.994229 0.367868 0.367873
0.994326 0.367869 0.367873
0.994422 0.367869 0.367874
0.994519 0.367869 0.367874
0.994616 0.367869 0.367874
0.994712 0.367869 0.367874
0.994809 0.367869 0.367874
0.994905 0.36787 0.367875
0.995002 0.36787 0.367875
0.995099 0.36787 0.367875
0.995195 0.36787 0.367875
0.995292 0.36787 0.367875
0.995388 0.367871 0.367876
0.995485 0.367871 0.367876
0.995582 0.367871 0.367876
0.995679 0.367871 0.367876
0.995775 0.367871 0.367876
0.995872 0.367871 0.367876
0.995969 0.367871 0.367876
0.996065 0.367872 0.367877
0.996162 0.367872 0.367877
0.996259 0.367872 0.367877
0.996356 0.367872 0.367877
0.996452 0.367872 0.367877
0.996549 0.367872 0.367877
0.996646 0.367872 0.367877
0.996743 0.367872 0.367877
0.996839 0.367873 0.367878
0.996936 0.367873 0.367878
0.997033 0.367873 0.367878
0.99713 0.367873 0.367878
0.997227 0.367873 0.367878
0.997324 0.367873 0.367878
0.997421 0.367873 0.367878
0.997517 0.367873 0.367878
0.997614 0.367873 0.367878
0.997711 0.367873 0.367878
0.997808 0.367874 0.367879
0.997905 0.367874 0.367879
0.998002 0.367874 0.367879
0.998099 0.367874 0.367879
0.998196 0.367874 0.367879
0.998293 0.367874 0.367879
0.99839 0.367874 0.367879
0.998487 0.367874 0.367879
0.998584 0.367874 0.367879
0.998681 0.367874 0.367879
0.998778 0.367874 0.367879
0.998875 0.367874 0.367879
0.998972 0.367874 0.367879
0.999069 0.367874 0.367879
0.999166 0.367874 0.367879
0.999263 0.367874 0.367879
0.99936 0.367874 0.367879
0.999457 0.367874 0.367879
0.999554 0.367874 0.367879
0.999651 0.367874 0.367879
0.999748 0.367874 0.367879
0.999845 0.367874 0.367879
0.999942 0.367874 0.367879
1.00004 0.367874 0.367879
1.00014 0.367874 0.367879
1.00023 0.367874 0.367879
1.00033 0.367874 0.367879
1.00043 0.367874 0.367879
1.00053 0.367874 0.367879
1.00062 0.367874 0.367879
1.00072 0.367874 0.367879
1.00082 0.367874 0.367879
1.00091 0.367874 0.367879
1.00101 0.367874 0.367879
1.00111 0.367874 0.367879
1.00121 0.367874 0.367879
1.0013 0.367874 0.367879
1.0014 0.367874 0.367879
1.0015 0.367874 0.367879
1.0016 0.367874 0.367879
1.00169 0.367874 0.367879
1.00179 0.367874 0.367879
1.00189 0.367874 0.367879
1.00198 0.367874 0.367879
1.00208 0.367874 0.367879
1.00218 0.367874 0.367879
1.00228 0.367873 0.367878
1.00237 0.367873 0.367878
1.00247 0.367873 0.367878
1.00257 0.367873 0.367878
1.00267 0.367873 0.367878
1.00276 0.367873 0.367878
1.00286 0.367873 0.367878
1.00296 0.367873 0.367878
1.00306 0.367873 0.367878
1.00315 0.367873 0.367878
1.00325 0.367872 0.367878
1.00335 0.367872 0.367877
1.00345 0.367872 0.367877
1.00354 0.367872 0.367877
1.00364 0.367872 0.367877
1.00374 0.367872 0.367877
1.00384 0.367872 0.367877
1.00393 0.367872 0.367877
1.00403 0.367871 0.367876
1.00413 0.367871 0.367876
1.00423 0.367871 0.367876
1.00432 0.367871 0.367876
1.00442 0.367871 0.367876
1.00452 0.367871 0.367876
1.00462 0.36787 0.367876
1.00471 0.36787 0.367875
1.00481 0.36787 0.367875
1.00491 0.36787 0.367875
1.00501 0.36787 0.367875
1.0051 0.36787 0.367875
1.0052 0.367869 0.367874
1.0053 0.367869 0.367874
1.0054 0.367869 0.367874
1.0055 0.367869 0.367874
1.00559 0.367869 0.367874
1.00569 0.367868 0.367874
1.00579 0.367868 0.367873
1.00589 0.367868 0.367873
1.00598 0.367868 0.367873
1.00608 0.367868 0.367873
1.00618 0.367867 0.367872
1.00628 0.367867 0.367872
1.00637 0.367867 0.367872
1.00647 0.367867 0.367872
1.00657 0.367866 0.367872
1.00667 0.367866 0.367871
1.00677 0.367866 0.367871
1.00686 0.367866 0.367871
1.00696 0.367865 0.367871
1.00706 0.367865 0.36787
1.00716 0.367865 0.36787
1.00726 0.367865 0.36787
1.00735 0.367864 0.36787
1.00745 0.367864 0.367869
1.00755 0.367864 0.367869
1.00765 0.367864 0.367869
1.00775 0.367863 0.367868
1.00784 0.367863 0.367868
1.00794 0.367863 0.367868
1.00804 0.367862 0.367868
1.00814 0.367862 0.367867
1.00823 0.367862 0.367867
1.00833 0.367862 0.367867
1.00843 0.367861 0.367866
1.00853 0.367861 0.367866
1.00863 0.367861 0.367866
1.00873 0.36786 0.367866
1.00882 0.36786 0.367865
1.00892 0.36786 0.367865
1.00902 0.367859 0.367865
1.00912 0.367859 0.367864
1.00922 0.367859 0.367864
1.00931 0.367858 0.367864
1.00941 0.367858 0.367863
1.00951 0.367858 0.367863
1.00961 0.367857 0.367863
1.00971 0.367857 0.367862
1.0098 0.367857 0.367862
1.0099 0.367856 0.367862
1.01 0.367856 0.367861
1.0101 0.367856 0.367861
1.0102 0.367855 0.36786
1.0103 0.367855 0.36786
1.01039 0.367855 0.36786
1.01049 0.367854 0.367859
1.01059 0.367854 0.367859
1.01069 0.367853 0.367859
1.01079 0.367853 0.367858
1.01088 0.367853 0.367858
1.01098 0.367852 0.367857
1.01108 0.367852 0.367857
1.01118 0.367851 0.367857
1.01128 0.367851 0.367856
1.01138 0.367851 0.367856
1.01147 0.36785 0.367855
1.01157 0.36785 0.367855
1.01167 0.367849 0.367855
1.01177 0.367849 0.367854
1.01187 0.367849 0.367854
1.01197 0.367848 0.367853
1.01206 0.367848 0.367853
1.01216 0.367847 0.367852
1.01226 0.367847 0.367852
1.01236 0.367846 0.367852
1.01246 0.367846 0.367851
1.01256 0.367845 0.367851
1.01266 0.367845 0.36785
1.01275 0.367845 0.36785
1.01285 0.367844 0.367849
1.01295 0.367844 0.367849
1.01305 0.367843 0.367848
1.01315 0.367843 0.367848
1.01325 0.367842 0.367847
1.01334 0.367842 0.367847
1.01344 0.367841 0.367846
1.01354 0.367841 0.367846
1.01364 0.36784 0.367846
1.01374 0.36784 0.367845
1.01384 0.367839 0.367845
1.01394 0.367839 0.367844
1.01403 0.367838 0.367844
1.01413 0.367838 0.367843
1.01423 0.367837 0.367843
1.01433 0.367837 0.367842
1.01443 0.367836 0.367842
1.01453 0.367836 0.367841
1.01463 0.367835 0.36784
1.01472 0.367835 0.36784
1.01482 0.367834 0.367839
1.01492 0.367834 0.367839
1.01502 0.367833 0.367838
1.01512 0.367833 0.367838
1.01522 0.367832 0.367837
1.01532 0.367832 0.367837
1.01542 0.367831 0.367836
1.01551 0.36783 0.367836
